"备焙喊(1)","己喊(1)","楷飞喊(1)",楷飞喊(2),2021
"崔己焙","拌","5 ~ 9技",8技,3203
"崔己焙","拌","5 ~ 9技",9技,3179
"崔己焙","拌","10 ~ 14技",家拌,13149
"崔己焙","拌","10 ~ 14技",10技,3055
"崔己焙","拌","10 ~ 14技",11技,2642
"崔己焙","拌","10 ~ 14技",12技,2528
"崔己焙","拌","10 ~ 14技",13技,2552
"崔己焙","拌","10 ~ 14技",14技,2372
"崔己焙","拌","15 ~ 19技",家拌,11131
"崔己焙","拌","15 ~ 19技",15技,2160
"崔己焙","拌","15 ~ 19技",16技,2193
"崔己焙","拌","15 ~ 19技",17技,2191
"崔己焙","拌","15 ~ 19技",18技,2251
"崔己焙","拌","15 ~ 19技",19技,2336
"崔己焙","拌","20 ~ 24技",家拌,13562
"崔己焙","拌","20 ~ 24技",20技,2697
"崔己焙","拌","20 ~ 24技",21技,2833
"崔己焙","拌","20 ~ 24技",22技,2633
"崔己焙","拌","20 ~ 24技",23技,2582
"崔己焙","拌","20 ~ 24技",24技,2817
"崔己焙","拌","25 ~ 29技",家拌,15809
"崔己焙","拌","25 ~ 29技",25技,2924
"崔己焙","拌","25 ~ 29技",26技,2834
"崔己焙","拌","25 ~ 29技",27技,3064
"崔己焙","拌","25 ~ 29技",28技,3318
"崔己焙","拌","25 ~ 29技",29技,3669
"崔己焙","拌","30 ~ 34技",家拌,20049
"崔己焙","拌","30 ~ 34技",30技,3617
"崔己焙","拌","30 ~ 34技",31技,3995
"崔己焙","拌","30 ~ 34技",32技,3999
"崔己焙","拌","30 ~ 34技",33技,4179
"崔己焙","拌","30 ~ 34技",34技,4259
"崔己焙","拌","35 ~ 39技",家拌,24776
"崔己焙","拌","35 ~ 39技",35技,4556
"崔己焙","拌","35 ~ 39技",36技,4486
"崔己焙","拌","35 ~ 39技",37技,4822
"崔己焙","拌","35 ~ 39技",38技,5369
"崔己焙","拌","35 ~ 39技",39技,5543
"崔己焙","拌","40 ~ 44技",家拌,23922
"崔己焙","拌","40 ~ 44技",40技,5421
"崔己焙","拌","40 ~ 44技",41技,5207
"崔己焙","拌","40 ~ 44技",42技,4623
"崔己焙","拌","40 ~ 44技",43技,4380
"崔己焙","拌","40 ~ 44技",44技,4291
"崔己焙","拌","45 ~ 49技",家拌,21278
"崔己焙","拌","45 ~ 49技",45技,4135
"崔己焙","拌","45 ~ 49技",46技,4229
"崔己焙","拌","45 ~ 49技",47技,4345
"崔己焙","拌","45 ~ 49技",48技,4304
"崔己焙","拌","45 ~ 49技",49技,4265
"崔己焙","拌","50 ~ 54技",家拌,21293
"崔己焙","拌","50 ~ 54技",50技,4298
"崔己焙","拌","50 ~ 54技",51技,4259
"崔己焙","拌","50 ~ 54技",52技,4506
"崔己焙","拌","50 ~ 54技",53技,4171
"崔己焙","拌","50 ~ 54技",54技,4059
"崔己焙","拌","55 ~ 59技",家拌,20334
"崔己焙","拌","55 ~ 59技",55技,4196
"崔己焙","拌","55 ~ 59技",56技,4037
"崔己焙","拌","55 ~ 59技",57技,3706
"崔己焙","拌","55 ~ 59技",58技,4294
"崔己焙","拌","55 ~ 59技",59技,4101
"崔己焙","拌","60 ~ 64技",家拌,18907
"崔己焙","拌","60 ~ 64技",60技,4487
"崔己焙","拌","60 ~ 64技",61技,4139
"崔己焙","拌","60 ~ 64技",62技,3678
"崔己焙","拌","60 ~ 64技",63技,3368
"崔己焙","拌","60 ~ 64技",64技,3235
"崔己焙","拌","65 ~ 69技",家拌,12480
"崔己焙","拌","65 ~ 69技",65技,2912
"崔己焙","拌","65 ~ 69技",66技,2792
"崔己焙","拌","65 ~ 69技",67技,2164
"崔己焙","拌","65 ~ 69技",68技,2389
"崔己焙","拌","65 ~ 69技",69技,2223
"崔己焙","拌","70 ~ 74技",家拌,8446
"崔己焙","拌","70 ~ 74技",70技,1766
"崔己焙","拌","70 ~ 74技",71技,1834
"崔己焙","拌","70 ~ 74技",72技,1815
"崔己焙","拌","70 ~ 74技",73技,1649
"崔己焙","拌","70 ~ 74技",74技,1382
"崔己焙","拌","75 ~ 79技",家拌,5602
"崔己焙","拌","75 ~ 79技",75技,943
"崔己焙","拌","75 ~ 79技",76技,1111
"崔己焙","拌","75 ~ 79技",77技,1115
"崔己焙","拌","75 ~ 79技",78技,1282
"崔己焙","拌","75 ~ 79技",79技,1151
"崔己焙","拌","80 ~ 84技",家拌,4244
"崔己焙","拌","80 ~ 84技",80技,1010
"崔己焙","拌","80 ~ 84技",81技,920
"崔己焙","拌","80 ~ 84技",82技,858
"崔己焙","拌","80 ~ 84技",83技,761
"崔己焙","拌","80 ~ 84技",84技,695
"崔己焙","拌","85 ~ 89技",家拌,2222
"崔己焙","拌","85 ~ 89技",85技,573
"崔己焙","拌","85 ~ 89技",86技,536
"崔己焙","拌","85 ~ 89技",87技,446
"崔己焙","拌","85 ~ 89技",88技,371
"崔己焙","拌","85 ~ 89技",89技,296
"崔己焙","拌","90 ~ 94技",家拌,719
"崔己焙","拌","90 ~ 94技",90技,226
"崔己焙","拌","90 ~ 94技",91技,178
"崔己焙","拌","90 ~ 94技",92技,127
"崔己焙","拌","90 ~ 94技",93技,108
"崔己焙","拌","90 ~ 94技",94技,80
"崔己焙","拌","95技 捞惑",家拌,137
"崔己焙","巢磊","拌",家拌,136770
"崔己焙","巢磊","0 ~ 4技",家拌,6930
"崔己焙","巢磊","0 ~ 4技",0技,1142
"崔己焙","巢磊","0 ~ 4技",1技,1207
"崔己焙","巢磊","0 ~ 4技",2技,1374
"崔己焙","巢磊","0 ~ 4技",3技,1588
"崔己焙","巢磊","0 ~ 4技",4技,1619
"崔己焙","巢磊","5 ~ 9技",家拌,8293
"崔己焙","巢磊","5 ~ 9技",5技,1738
"崔己焙","巢磊","5 ~ 9技",6技,1675
"崔己焙","巢磊","5 ~ 9技",7技,1576
"崔己焙","巢磊","5 ~ 9技",8技,1684
"崔己焙","巢磊","5 ~ 9技",9技,1620
"崔己焙","巢磊","10 ~ 14技",家拌,6737
"崔己焙","巢磊","10 ~ 14技",10技,1554
"崔己焙","巢磊","10 ~ 14技",11技,1363
"崔己焙","巢磊","10 ~ 14技",12技,1299
"崔己焙","巢磊","10 ~ 14技",13技,1304
"崔己焙","巢磊","10 ~ 14技",14技,1217
"崔己焙","巢磊","15 ~ 19技",家拌,5929
"崔己焙","巢磊","15 ~ 19技",15技,1143
"崔己焙","巢磊","15 ~ 19技",16技,1121
"崔己焙","巢磊","15 ~ 19技",17技,1176
"崔己焙","巢磊","15 ~ 19技",18技,1201
"崔己焙","巢磊","15 ~ 19技",19技,1288
"崔己焙","巢磊","20 ~ 24技",家拌,7624
"崔己焙","巢磊","20 ~ 24技",20技,1466
"崔己焙","巢磊","20 ~ 24技",21技,1554
"崔己焙","巢磊","20 ~ 24技",22技,1457
"崔己焙","巢磊","20 ~ 24技",23技,1495
"崔己焙","巢磊","20 ~ 24技",24技,1652
"崔己焙","巢磊","25 ~ 29技",家拌,8872
"崔己焙","巢磊","25 ~ 29技",25技,1760
"崔己焙","巢磊","25 ~ 29技",26技,1674
"崔己焙","巢磊","25 ~ 29技",27技,1677
"崔己焙","巢磊","25 ~ 29技",28技,1798
"崔己焙","巢磊","25 ~ 29技",29技,1963
"崔己焙","巢磊","30 ~ 34技",家拌,10806
"崔己焙","巢磊","30 ~ 34技",30技,1933
"崔己焙","巢磊","30 ~ 34技",31技,2160
"崔己焙","巢磊","30 ~ 34技",32技,2166
"崔己焙","巢磊","30 ~ 34技",33技,2258
"崔己焙","巢磊","30 ~ 34技",34技,2289
"崔己焙","巢磊","35 ~ 39技",家拌,13113
"崔己焙","巢磊","35 ~ 39技",35技,2450
"崔己焙","巢磊","35 ~ 39技",36技,2468
"崔己焙","巢磊","35 ~ 39技",37技,2515
"崔己焙","巢磊","35 ~ 39技",38技,2745
"崔己焙","巢磊","35 ~ 39技",39技,2935
"崔己焙","巢磊","40 ~ 44技",家拌,12734
"崔己焙","巢磊","40 ~ 44技",40技,2885
"崔己焙","巢磊","40 ~ 44技",41技,2734
"崔己焙","巢磊","40 ~ 44技",42技,2419
"崔己焙","巢磊","40 ~ 44技",43技,2384
"崔己焙","巢磊","40 ~ 44技",44技,2312
"崔己焙","巢磊","45 ~ 49技",家拌,11125
"崔己焙","巢磊","45 ~ 49技",45技,2217
"崔己焙","巢磊","45 ~ 49技",46技,2229
"崔己焙","巢磊","45 ~ 49技",47技,2268
"崔己焙","巢磊","45 ~ 49技",48技,2234
"崔己焙","巢磊","45 ~ 49技",49技,2177
"崔己焙","巢磊","50 ~ 54技",家拌,10432
"崔己焙","巢磊","50 ~ 54技",50技,2157
"崔己焙","巢磊","50 ~ 54技",51技,2090
"崔己焙","巢磊","50 ~ 54技",52技,2191
"崔己焙","巢磊","50 ~ 54技",53技,2030
"崔己焙","巢磊","50 ~ 54技",54技,1964
"崔己焙","巢磊","55 ~ 59技",家拌,10075
"崔己焙","巢磊","55 ~ 59技",55技,2080
"崔己焙","巢磊","55 ~ 59技",56技,1997
"崔己焙","巢磊","55 ~ 59技",57技,1811
"崔己焙","巢磊","55 ~ 59技",58技,2151
"崔己焙","巢磊","55 ~ 59技",59技,2036
"崔己焙","巢磊","60 ~ 64技",家拌,9328
"崔己焙","巢磊","60 ~ 64技",60技,2212
"崔己焙","巢磊","60 ~ 64技",61技,1962
"崔己焙","巢磊","60 ~ 64技",62技,1841
"崔己焙","巢磊","60 ~ 64技",63技,1681
"崔己焙","巢磊","60 ~ 64技",64技,1632
"崔己焙","巢磊","65 ~ 69技",家拌,6116
"崔己焙","巢磊","65 ~ 69技",65技,1411
"崔己焙","巢磊","65 ~ 69技",66技,1403
"崔己焙","巢磊","65 ~ 69技",67技,1056
"崔己焙","巢磊","65 ~ 69技",68技,1161
"崔己焙","巢磊","65 ~ 69技",69技,1085
"崔己焙","巢磊","70 ~ 74技",家拌,4057
"崔己焙","巢磊","70 ~ 74技",70技,849
"崔己焙","巢磊","70 ~ 74技",71技,894
"崔己焙","巢磊","70 ~ 74技",72技,884
"崔己焙","巢磊","70 ~ 74技",73技,779
"崔己焙","巢磊","70 ~ 74技",74技,651
"崔己焙","巢磊","75 ~ 79技",家拌,2410
"崔己焙","巢磊","75 ~ 79技",75技,461
"崔己焙","巢磊","75 ~ 79技",76技,517
"崔己焙","巢磊","75 ~ 79技",77技,451
"崔己焙","巢磊","75 ~ 79技",78技,534
"崔己焙","巢磊","75 ~ 79技",79技,447
"崔己焙","巢磊","80 ~ 84技",家拌,1419
"崔己焙","巢磊","80 ~ 84技",80技,344
"崔己焙","巢磊","80 ~ 84技",81技,296
"崔己焙","巢磊","80 ~ 84技",82技,293
"崔己焙","巢磊","80 ~ 84技",83技,268
"崔己焙","巢磊","80 ~ 84技",84技,218
"崔己焙","巢磊","85 ~ 89技",家拌,620
"崔己焙","巢磊","85 ~ 89技",85技,175
"崔己焙","巢磊","85 ~ 89技",86技,144
"崔己焙","巢磊","85 ~ 89技",87技,117
"崔己焙","巢磊","85 ~ 89技",88技,102
"崔己焙","巢磊","85 ~ 89技",89技,82
"崔己焙","巢磊","90 ~ 94技",家拌,128
"崔己焙","巢磊","90 ~ 94技",90技,44
"崔己焙","巢磊","90 ~ 94技",91技,32
"崔己焙","巢磊","90 ~ 94技",92技,18
"崔己焙","巢磊","90 ~ 94技",93技,22
"崔己焙","巢磊","90 ~ 94技",94技,12
"崔己焙","巢磊","95技 捞惑",家拌,22
"崔己焙","咯磊","拌",家拌,131254
"崔己焙","咯磊","0 ~ 4技",家拌,6782
"崔己焙","咯磊","0 ~ 4技",0技,1101
"崔己焙","咯磊","0 ~ 4技",1技,1178
"崔己焙","咯磊","0 ~ 4技",2技,1366
"崔己焙","咯磊","0 ~ 4技",3技,1525
"崔己焙","咯磊","0 ~ 4技",4技,1612
"崔己焙","咯磊","5 ~ 9技",家拌,7959
"崔己焙","咯磊","5 ~ 9技",5技,1688
"崔己焙","咯磊","5 ~ 9技",6技,1662
"崔己焙","咯磊","5 ~ 9技",7技,1531
"崔己焙","咯磊","5 ~ 9技",8技,1519
"崔己焙","咯磊","5 ~ 9技",9技,1559
"崔己焙","咯磊","10 ~ 14技",家拌,6412
"崔己焙","咯磊","10 ~ 14技",10技,1501
"崔己焙","咯磊","10 ~ 14技",11技,1279
"崔己焙","咯磊","10 ~ 14技",12技,1229
"崔己焙","咯磊","10 ~ 14技",13技,1248
"崔己焙","咯磊","10 ~ 14技",14技,1155
"崔己焙","咯磊","15 ~ 19技",家拌,5202
"崔己焙","咯磊","15 ~ 19技",15技,1017
"崔己焙","咯磊","15 ~ 19技",16技,1072
"崔己焙","咯磊","15 ~ 19技",17技,1015
"崔己焙","咯磊","15 ~ 19技",18技,1050
"崔己焙","咯磊","15 ~ 19技",19技,1048
"崔己焙","咯磊","20 ~ 24技",家拌,5938
"崔己焙","咯磊","20 ~ 24技",20技,1231
"崔己焙","咯磊","20 ~ 24技",21技,1279
"崔己焙","咯磊","20 ~ 24技",22技,1176
"崔己焙","咯磊","20 ~ 24技",23技,1087
"崔己焙","咯磊","20 ~ 24技",24技,1165
"崔己焙","咯磊","25 ~ 29技",家拌,6937
"崔己焙","咯磊","25 ~ 29技",25技,1164
"崔己焙","咯磊","25 ~ 29技",26技,1160
"崔己焙","咯磊","25 ~ 29技",27技,1387
"崔己焙","咯磊","25 ~ 29技",28技,1520
"崔己焙","咯磊","25 ~ 29技",29技,1706
"崔己焙","咯磊","30 ~ 34技",家拌,9243
"崔己焙","咯磊","30 ~ 34技",30技,1684
"崔己焙","咯磊","30 ~ 34技",31技,1835
"崔己焙","咯磊","30 ~ 34技",32技,1833
"崔己焙","咯磊","30 ~ 34技",33技,1921
"崔己焙","咯磊","30 ~ 34技",34技,1970
"崔己焙","咯磊","35 ~ 39技",家拌,11663
"崔己焙","咯磊","35 ~ 39技",35技,2106
"崔己焙","咯磊","35 ~ 39技",36技,2018
"崔己焙","咯磊","35 ~ 39技",37技,2307
"崔己焙","咯磊","35 ~ 39技",38技,2624
"崔己焙","咯磊","35 ~ 39技",39技,2608
"崔己焙","咯磊","40 ~ 44技",家拌,11188
"崔己焙","咯磊","40 ~ 44技",40技,2536
"崔己焙","咯磊","40 ~ 44技",41技,2473
"崔己焙","咯磊","40 ~ 44技",42技,2204
"崔己焙","咯磊","40 ~ 44技",43技,1996
"崔己焙","咯磊","40 ~ 44技",44技,1979
"崔己焙","咯磊","45 ~ 49技",家拌,10153
"崔己焙","咯磊","45 ~ 49技",45技,1918
"崔己焙","咯磊","45 ~ 49技",46技,2000
"崔己焙","咯磊","45 ~ 49技",47技,2077
"崔己焙","咯磊","45 ~ 49技",48技,2070
"崔己焙","咯磊","45 ~ 49技",49技,2088
"崔己焙","咯磊","50 ~ 54技",家拌,10861
"崔己焙","咯磊","50 ~ 54技",50技,2141
"崔己焙","咯磊","50 ~ 54技",51技,2169
"崔己焙","咯磊","50 ~ 54技",52技,2315
"崔己焙","咯磊","50 ~ 54技",53技,2141
"崔己焙","咯磊","50 ~ 54技",54技,2095
"崔己焙","咯磊","55 ~ 59技",家拌,10259
"崔己焙","咯磊","55 ~ 59技",55技,2116
"崔己焙","咯磊","55 ~ 59技",56技,2040
"崔己焙","咯磊","55 ~ 59技",57技,1895
"崔己焙","咯磊","55 ~ 59技",58技,2143
"崔己焙","咯磊","55 ~ 59技",59技,2065
"崔己焙","咯磊","60 ~ 64技",家拌,9579
"崔己焙","咯磊","60 ~ 64技",60技,2275
"崔己焙","咯磊","60 ~ 64技",61技,2177
"崔己焙","咯磊","60 ~ 64技",62技,1837
"崔己焙","咯磊","60 ~ 64技",63技,1687
"崔己焙","咯磊","60 ~ 64技",64技,1603
"崔己焙","咯磊","65 ~ 69技",家拌,6364
"崔己焙","咯磊","65 ~ 69技",65技,1501
"崔己焙","咯磊","65 ~ 69技",66技,1389
"崔己焙","咯磊","65 ~ 69技",67技,1108
"崔己焙","咯磊","65 ~ 69技",68技,1228
"崔己焙","咯磊","65 ~ 69技",69技,1138
"崔己焙","咯磊","70 ~ 74技",家拌,4389
"崔己焙","咯磊","70 ~ 74技",70技,917
"崔己焙","咯磊","70 ~ 74技",71技,940
"崔己焙","咯磊","70 ~ 74技",72技,931
"崔己焙","咯磊","70 ~ 74技",73技,870
"崔己焙","咯磊","70 ~ 74技",74技,731
"崔己焙","咯磊","75 ~ 79技",家拌,3192
"崔己焙","咯磊","75 ~ 79技",75技,482
"崔己焙","咯磊","75 ~ 79技",76技,594
"崔己焙","咯磊","75 ~ 79技",77技,664
"崔己焙","咯磊","75 ~ 79技",78技,748
"崔己焙","咯磊","75 ~ 79技",79技,704
"崔己焙","咯磊","80 ~ 84技",家拌,2825
"崔己焙","咯磊","80 ~ 84技",80技,666
"崔己焙","咯磊","80 ~ 84技",81技,624
"崔己焙","咯磊","80 ~ 84技",82技,565
"崔己焙","咯磊","80 ~ 84技",83技,493
"崔己焙","咯磊","80 ~ 84技",84技,477
"崔己焙","咯磊","85 ~ 89技",家拌,1602
"崔己焙","咯磊","85 ~ 89技",85技,398
"崔己焙","咯磊","85 ~ 89技",86技,392
"崔己焙","咯磊","85 ~ 89技",87技,329
"崔己焙","咯磊","85 ~ 89技",88技,269
"崔己焙","咯磊","85 ~ 89技",89技,214
"崔己焙","咯磊","90 ~ 94技",家拌,591
"崔己焙","咯磊","90 ~ 94技",90技,182
"崔己焙","咯磊","90 ~ 94技",91技,146
"崔己焙","咯磊","90 ~ 94技",92技,109
"崔己焙","咯磊","90 ~ 94技",93技,86
"崔己焙","咯磊","90 ~ 94技",94技,68
"崔己焙","咯磊","95技 捞惑",家拌,115
